id,owner,created,modified,title,type,description,tags,snippet,categories,accessInformation,licenseInfo,culture,url,access,license,source,extent,industries
9417d27fb9e0442793d0503f9f3e663d,azhang_citymgm,2025-08-05 17:58:24,2025-08-05 18:00:15,Community Centers,Feature Service,Update Frequency: Continuously updated,"Parks & Recreation,Residents","This dataset provides information on the Community Centers in the City of Montgomery, including locations, hours, and amenities.",/Categories/Planning and Development,Placer.ai,,en-us,https://services7.arcgis.com/xNUwUjOJqYE54USz/arcgis/rest/services/Community_Center/FeatureServer,public,,City of Montgomery ArcGIS Online,"-86.39216782983172,32.293972570624724,-86.2209071738023,32.435592875452016",
3a030d87c47d490ca32e72a963a3d0c0,hnam-gis,2025-02-26 14:33:25,2025-08-05 17:51:59,Parks and Trail,Feature Service,"Update Frequency: Continuously updated Usage: This dataset is useful for community members, urban planners, and outdoor enthusiasts looking to explore Montgomery’s green spaces. It supports recreational planning, environmental conservation efforts, and public health initiatives by promoting outdoor activities.","Parks & Recreation,Visitors,Residents","This dataset provides information on parks and trails within the City of Montgomery, offering residents and visitors opportunities for outdoor recreation, exercise, and relaxation. It includes details on park locations, available amenities, and trail networks that connect various parts of the city.",/Categories/Transportation,Placer.ai,,en-us,https://services7.arcgis.com/xNUwUjOJqYE54USz/arcgis/rest/services/Park_and_Trail/FeatureServer,public,,City of Montgomery ArcGIS Online,"-86.4464974841581,32.293721185419855,-86.1301962437756,32.435840083907806",
05f368fbb1da44e7ba878c47ebc72f76,hnam-gis,2025-02-26 14:31:57,2025-08-05 13:12:07,Pharmacy Locator,Feature Service,"Update Frequency: Continuously updated Usage: This dataset is valuable for residents seeking nearby pharmacies, healthcare professionals referring patients, and emergency planners ensuring access to medical resources. It supports public health initiatives and enhances community healthcare accessibility.",Residents,"This dataset provides the locations of pharmacies within the City of Montgomery, helping residents access essential healthcare services, including prescription medications, over-the-counter drugs, and other medical supplies.
",/Categories/Transportation,Placer.ai,,en-us,https://services7.arcgis.com/xNUwUjOJqYE54USz/arcgis/rest/services/Pharmacy_Locator/FeatureServer,public,,City of Montgomery ArcGIS Online,"-86.35086948498011,32.3084570478251,-86.09325833773671,32.40301530313625",
a1dd63f11f914b92b72eb9095476f9c8,azhang_citymgm,2025-07-23 19:14:25,2025-08-04 17:47:03,Visitors Origin,Feature Service,Update Frequency: Monthly Data Source: Placer.ai Note: The locations are obfuscated for privacy and randomly placed within a census block. They do not represent actual home addresses.,"Economic and Community Development,Developers",This feature layer shows the origins of out-of-market visitors to Montgomery over the past month.,/Categories/Planning and Development,Placer.ai,,en-us,https://services7.arcgis.com/xNUwUjOJqYE54USz/arcgis/rest/services/Visitors_Origin/FeatureServer,public,,City of Montgomery ArcGIS Online,"-90.43622,29.749330000000004,-81.99823000000002,36.0224",
d99a0a44e0e94d54a6a94f97fa363c8f,hnam-gis,2025-03-06 16:21:14,2025-08-04 15:16:21,Montgomery Open Finance,Mobile Application,Update Frequency: Continuously updated,"Developers,Economic and Community Development","The City of Montgomery's Open Finance Portal, including city budgets and expenditures.",/Categories/City Services,Placer.ai,,en-us,https://cityofmontgomery-al-of.finance.socrata.com/#!/dashboard,public,,City of Montgomery ArcGIS Online,"-130.8333,-89,-85.9294,32.5021",
3cb0d131f2f54f15b92cda56fc0fde22,hnam-gis,2025-02-20 20:33:33,2025-08-04 15:06:17,Environmental Nuisance (Old),Feature Service,"Update Frequency: Biweekly Usage: This dataset is valuable for residents, environmental agencies, and city officials to monitor and address environmental concerns, enforce regulations, and improve overall community well-being. It supports efforts in maintaining a cleaner and healthier urban environment.","Residents,Inspections Department","This dataset tracks reported environmental nuisances within the City of Montgomery, including issues such as illegal dumping, noise complaints, air pollution, and other environmental concerns affecting public health and quality of life.

",/Categories/Planning and Development,Placer.ai,,en-us,https://services7.arcgis.com/xNUwUjOJqYE54USz/arcgis/rest/services/Environmental_Nuisance/FeatureServer,public,,City of Montgomery ArcGIS Online,"-86.38660310990605,32.292917527710564,-86.13492415069904,32.42170274973683",
869437149b0a4b93ab2dd0d1465c48d1,hnam-gis,2025-02-27 15:32:12,2025-08-01 20:51:30,Tornado Shelter,Feature Service,"Update Frequency: Continuously updated Usage: This dataset is essential for emergency preparedness, public safety planning, and community awareness. It is intended for use by residents, emergency response teams, and city planners to ensure quick access to shelter locations during tornadoes and other severe weather conditions.","Residents,Emergency Management Agency",This dataset provides the locations of designated tornado shelters within the City of Montgomery. It includes information on shelter accessibility and availability to help residents find safe locations during severe weather events.,/Categories/Public Safety,Placer.ai,,en-us,https://services7.arcgis.com/xNUwUjOJqYE54USz/arcgis/rest/services/Tornado_Shelter/FeatureServer,public,,City of Montgomery ArcGIS Online,"-86.3156048100791,32.33826266659354,-86.17158520993397,32.383727855495806",
4bbaa32947694179b27c2b05d2d16b75,azhang_citymgm,2025-08-01 15:20:28,2025-08-01 20:43:50,Traffic Engineering Service Requests,Feature Service,Update Frequency: Continuously updated,"Residents,Traffic Engineering",This dataset has the number of traffic service requests made to the Traffic Engineering Department in the most recent fiscal year.,/Categories/Planning and Development,Placer.ai,,en-us,https://services7.arcgis.com/xNUwUjOJqYE54USz/arcgis/rest/services/Traffic_Engineering_Requests/FeatureServer,public,,City of Montgomery ArcGIS Online,"-130.8333,-89,-85.9294,32.5021",
d3d91850fa6c4d85a5234b3f72fe2d2b,azhang_citymgm,2025-08-01 17:50:38,2025-08-01 19:09:47,Traffic Engineering Key Performance Indicators,Feature Service,Update Frequency: Continuously updated,"Residents,Traffic Engineering","This hosted table provides information on work done by the Traffic Engineering department related to road markings, traffic signals, traffic stops, and street lights.",/Categories/Planning and Development,Placer.ai,,en-us,https://services7.arcgis.com/xNUwUjOJqYE54USz/arcgis/rest/services/Traffic_Engineering_Key_Performance_Indicators/FeatureServer,public,,City of Montgomery ArcGIS Online,"-130.8333,-89,-85.9294,32.5021",
d8310b19bdf74ac9bb95326c2958c915,hnam-gis,2025-02-26 14:36:11,2025-07-21 14:23:43,Education Facility,Feature Service,"Update Frequency: Continuously updated Usage: This dataset is useful for parents, students, educators, and city planners to locate schools, analyze educational resources, and support decision-making for community development and school planning.","Developers,Economic and Community Development","This dataset provides the locations of educational facilities within the City of Montgomery, including universities, public schools, and private schools. It offers insight into the city’s educational infrastructure, helping residents, researchers, and policymakers understand school distribution and accessibility.",/Categories/Transportation,Placer.ai,,en-us,https://services7.arcgis.com/xNUwUjOJqYE54USz/arcgis/rest/services/Education_Facility/FeatureServer,public,,City of Montgomery ArcGIS Online,"-86.5429291414607,32.04510390725895,-86.0111708850215,32.63636128208799",
4c077a7c159a414983b5cd4b99f9f921,hnam-gis,2025-02-26 14:34:33,2025-07-21 14:20:00,Point of Interest,Feature Service,"Update Frequency: Continuously updated Categories Include: Arts Center Farmer’s Market Historical Place Museum Recreation Sports Field Theatre Zoo Usage: This dataset helps residents and visitors explore Montgomery’s unique attractions, from historical landmarks to cultural and recreational spaces. It is useful for tourists, event planners, and city officials looking to promote and manage public spaces.","Visitors,Residents","This dataset highlights various points of interest across the City of Montgomery, offering a glimpse into the city's diverse attractions and landmarks. It includes cultural, recreational, and historical sites that contribute to Montgomery's rich heritage and vibrant community life.",/Categories/Transportation,Placer.ai,,en-us,https://services7.arcgis.com/xNUwUjOJqYE54USz/arcgis/rest/services/Point_of_Interest/FeatureServer,public,,City of Montgomery ArcGIS Online,"-86.33123076331724,32.24668115855925,-86.13140544775086,32.42093849236195",
8c2aeb724f0049188127fb4704adfd84,hnam-gis,2025-02-26 17:22:51,2025-07-18 19:51:05,"Exploring Montgomery, AL",StoryMap,"Cineplex with 3D & jumbo digital screens showing first-run films, opera productions & sports events.",Story Map,The Birthplace of the Civil Rights Movement,/Categories/Recreation and Culture,Placer.ai,,en-us,https://storymaps.arcgis.com/stories/8c2aeb724f0049188127fb4704adfd84,public,,City of Montgomery ArcGIS Online,"-130.8333,-89,-85.9294,32.5021",
4679ac7a727243afb188857e8de1f04e,hnam-gis,2025-02-27 15:35:30,2025-07-18 19:40:53,Emergency Service Resources,Web Experience,"Update Frequency: Continuously updated Usage: This tool is valuable for residents, first responders, and city officials seeking critical resources during emergencies. It supports disaster preparedness, crisis response, and community safety efforts.","Developers,Economic and Community Development","This interactive application provides essential information on emergency services available in the City of Montgomery, including shelters, medical facilities, and disaster response resources.

",/Categories/Public Safety,Placer.ai,,en-us,https://experience.arcgis.com/experience/4679ac7a727243afb188857e8de1f04e,public,,City of Montgomery ArcGIS Online,"-130.8333,-89,-85.9294,32.5021",
e58056aeb8354e0d80483dab81ee2899,hnam-gis,2025-03-20 16:58:27,2025-07-18 18:45:07,Code Violations,Feature Service,Update Frequency: Continuously updated,"Developers,Economic and Community Development",This layer displays the locations of code violations across the city.,/Categories/Planning and Development,Placer.ai,,en-us,https://gis.montgomeryal.gov/server/rest/services/HostedDatasets/Code_Violations/FeatureServer/0,public,,City of Montgomery ArcGIS Online,"-86.4573,32.0247,-86.0544,32.4734",
151cbba0aa0f475592c95b71bbc422e8,njacks13,2025-04-02 17:13:05,2025-04-02 17:28:49,Zoning,Feature Service,Update Frequency: Continuously updated,"Montgomery Alabama,Zoning",This dataset defines zoning boundaries and provides land use information for the city.,/Categories/Planning and Development,Placer.ai,,en-us,https://gis.montgomeryal.gov/server/rest/services/Zoning/MapServer/2,public,,City of Montgomery ArcGIS Online,"-130.8333,-89,-85.9294,32.5021",
